출판사,학년도,학교급명,시도코드,시도명,시도교육청,지역,총판,시도교육청수식,교육첨오코드,교육청명,교육지원청,교육청명가공,교육지원청수식,학교코드,정보공시학교코드,학교명,학교명 수식,학교급,교육과정,교지명,도서코드,교과군,과목명,정가,부수,금액
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,45,S040002296,중산고,인천중산고등학교,고등일반,2015,지도서,12534,사회(역사/도덕),경제,68000,2,136000
씨마스,2024,고등학교,10,충청북도,충청북도교육청,충청북도 충주시,북적북적,충청북도교육청,1002,충주,충청북도충주교육지원청,충주,충청북도충주교육지원청,8,S110000198,중산고,충주중산고등학교,고등일반,2015,교과서,13032,수학,경제 수학,9500,53,503500
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,45,S040002296,중산고,인천중산고등학교,고등일반,2015,교과서,13032,수학,경제 수학,9500,35,332500
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,45,S040002296,중산고,인천중산고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,145,1232500
씨마스,2024,고등학교,8,경기도,경기도교육청,경기도 고양시 일산동구,아현교육,경기도교육청,813,고양,경기도고양교육지원청,고양,경기도고양교육지원청,23,S090000802,중산고,중산고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,193,1640500
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,45,S040002296,중산고,인천중산고등학교,고등일반,2015,교과서,13165,체육,스포츠 생활,8000,340,2720000
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,45,S040002296,중산고,인천중산고등학교,고등일반,2015,교과서,13173,체육,체육 탐구,8500,70,595000
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,45,S040002296,중산고,인천중산고등학교,고등일반,2015,교과서,13243,예술(미술),미술 감상과 비평,7500,135,1012500
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,45,S040002296,중산고,인천중산고등학교,고등일반,2015,교과서,13272,정보,정보,8600,357,3070200
씨마스,2024,고등학교,10,충청북도,충청북도교육청,충청북도 충주시,북적북적,충청북도교육청,1002,충주,충청북도충주교육지원청,충주,충청북도충주교육지원청,8,S110000198,중산고,충주중산고등학교,고등일반,2015,교과서,13599,교양,진로와 직업,8200,149,1221800
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,45,S040002296,중산고,인천중산고등학교,고등전문,2015,교과서,16554,정보·통신,프로그래밍,9000,410,3690000
씨마스,2024,고등학교,1,서울특별시,서울특별시교육청,서울특별시 강남구,푸른언덕,서울특별시교육청,106,서울강남서초,서울특별시강남서초교육지원청,강남서초,서울특별시강남서초교육지원청,28,S010000532,중산고,중산고등학교,고등일반,2015,교과서,17436,정보,인공지능 기초,12100,241,2916100
씨마스,2024,고등학교,8,경기도,경기도교육청,경기도 고양시 일산동구,아현교육,경기도교육청,813,고양,경기도고양교육지원청,고양,경기도고양교육지원청,23,S090000802,중산고,중산고등학교,고등일반,2015,교과서,76201,교양,심리학,9700,289,2803300
씨마스,2024,중학교,1,서울특별시,서울특별시교육청,서울특별시 마포구,중부사,서울특별시교육청,102,서울서부,서울특별시서부교육지원청,서부,서울특별시서부교육지원청,37,S010001959,중암중,중암중학교,중학교,2015,교과서,11611,기술·가정,기술·가정 ①,8300,200,1660000
씨마스,2024,중학교,1,서울특별시,서울특별시교육청,서울특별시 마포구,중부사,서울특별시교육청,102,서울서부,서울특별시서부교육지원청,서부,서울특별시서부교육지원청,37,S010001959,중암중,중암중학교,중학교,2015,지도서,11611,기술·가정,기술·가정 ①,50000,1,50000
씨마스,2024,중학교,1,서울특별시,서울특별시교육청,서울특별시 마포구,중부사,서울특별시교육청,102,서울서부,서울특별시서부교육지원청,서부,서울특별시서부교육지원청,37,S010001959,중암중,중암중학교,중학교,2015,교과서,11631,기술·가정,기술·가정 ②,8300,260,2158000
씨마스,2024,중학교,1,서울특별시,서울특별시교육청,서울특별시 마포구,중부사,서울특별시교육청,102,서울서부,서울특별시서부교육지원청,서부,서울특별시서부교육지원청,37,S010001959,중암중,중암중학교,중학교,2015,지도서,11631,기술·가정,기술·가정 ②,50000,2,100000
씨마스,2024,중학교,10,충청북도,충청북도교육청,충청북도 충주시,북적북적,충청북도교육청,1002,충주,충청북도충주교육지원청,충주,충청북도충주교육지원청,15,S110000994,중앙,충주중앙중학교,중학교,2015,교과서,11672,체육,체육 ①/②,12700,146,1854200
씨마스,2024,중학교,6,대전광역시,대전광역시교육청,대전광역시 대덕구,중심서적,대전광역시교육청,601,대전동부,대전광역시동부교육지원청,동부,대전광역시동부교육지원청,32,S060000273,중앙,신탄중앙중학교,중학교,2015,교과서,11672,체육,체육 ①/②,12700,94,1193800
씨마스,2024,중학교,6,대전광역시,대전광역시교육청,대전광역시 대덕구,중심서적,대전광역시교육청,601,대전동부,대전광역시동부교육지원청,동부,대전광역시동부교육지원청,32,S060000273,중앙,신탄중앙중학교,중학교,2015,교과서,11754,미술,미술 ①,6400,84,537600
씨마스,2024,중학교,6,대전광역시,대전광역시교육청,대전광역시 대덕구,중심서적,대전광역시교육청,601,대전동부,대전광역시동부교육지원청,동부,대전광역시동부교육지원청,32,S060000273,중앙,신탄중앙중학교,중학교,2015,교과서,11774,미술,미술 ②,6400,84,537600
씨마스,2024,중학교,10,충청북도,충청북도교육청,충청북도 충주시,북적북적,충청북도교육청,1002,충주,충청북도충주교육지원청,충주,충청북도충주교육지원청,15,S110000994,중앙,충주중앙중학교,중학교,2015,교과서,11796,한문,한문,7800,146,1138800
씨마스,2024,중학교,10,충청북도,충청북도교육청,충청북도 충주시,북적북적,충청북도교육청,1002,충주,충청북도충주교육지원청,충주,충청북도충주교육지원청,15,S110000994,중앙,충주중앙중학교,중학교,2015,지도서,11796,한문,한문,50000,1,50000
씨마스,2024,고등학교,7,울산광역시,울산광역시교육청,울산광역시 중구,국일서적,울산광역시교육청,701,울산강북,울산광역시강북교육지원청,강북,울산광역시강북교육지원청,12,S070000113,중앙고,울산중앙고등학교,고등일반,2015,교과서,12591,사회(역사/도덕),윤리와 사상,8700,97,843900
씨마스,2024,고등학교,14,경상북도,경상북도교육청,경상북도 포항시 북구,여해서적,경상북도교육청,1401,포항,경상북도포항교육지원청,포항,경상북도포항교육지원청,22,S150000994,중앙고,포항중앙고등학교,고등일반,2015,교과서,13032,수학,경제 수학,9500,104,988000
씨마스,2024,고등학교,1,서울특별시,서울특별시교육청,서울특별시 종로구,서경서적,서울특별시교육청,105,서울중부,서울특별시중부교육지원청,중부,서울특별시중부교육지원청,40,S010000533,중앙고,중앙고등학교,고등일반,2015,교과서,13072,사회(역사/도덕),여행지리,9000,71,639000
씨마스,2024,고등학교,1,서울특별시,서울특별시교육청,서울특별시 종로구,서경서적,서울특별시교육청,105,서울중부,서울특별시중부교육지원청,중부,서울특별시중부교육지원청,40,S010000533,중앙고,중앙고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,60,510000
씨마스,2024,고등학교,1,서울특별시,서울특별시교육청,서울특별시 종로구,서경서적,서울특별시교육청,105,서울중부,서울특별시중부교육지원청,중부,서울특별시중부교육지원청,40,S010000533,중앙고,중앙고등학교,고등일반,2015,지도서,13082,사회(역사/도덕),사회문제 탐구,105000,1,105000
씨마스,2024,고등학교,15,경상남도,경상남도교육청,경상남도 거제시,이문당,경상남도교육청,1513,거제,경상남도거제교육지원청,거제,경상남도거제교육지원청,7,S160000470,중앙고,거제중앙고등학교,고등일반,2015,교과서,13102,과학,과학사,9800,31,303800
씨마스,2024,고등학교,3,대구광역시,대구광역시교육청,대구광역시 수성구,대본서적,대구광역시교육청,301,대구동부,대구광역시동부교육지원청,동부,대구광역시동부교육지원청,31,S030000348,중앙고,대구중앙고등학교,고등일반,2015,교과서,13165,체육,스포츠 생활,8000,217,1736000
씨마스,2024,고등학교,7,울산광역시,울산광역시교육청,울산광역시 중구,국일서적,울산광역시교육청,701,울산강북,울산광역시강북교육지원청,강북,울산광역시강북교육지원청,12,S070000113,중앙고,울산중앙고등학교,고등일반,2015,교과서,13165,체육,스포츠 생활,8000,123,984000
씨마스,2024,고등학교,3,대구광역시,대구광역시교육청,대구광역시 수성구,대본서적,대구광역시교육청,301,대구동부,대구광역시동부교육지원청,동부,대구광역시동부교육지원청,31,S030000348,중앙고,대구중앙고등학교,고등일반,2015,교과서,13235,예술(미술),미술 창작,7500,212,1590000
씨마스,2024,고등학교,14,경상북도,경상북도교육청,경상북도 안동시,종로교재,경상북도교육청,1404,안동,경상북도안동교육지원청,안동,경상북도안동교육지원청,13,S150000897,중앙고,안동중앙고등학교,고등일반,2015,교과서,13243,예술(미술),미술 감상과 비평,7500,133,997500
씨마스,2024,고등학교,3,대구광역시,대구광역시교육청,대구광역시 수성구,대본서적,대구광역시교육청,301,대구동부,대구광역시동부교육지원청,동부,대구광역시동부교육지원청,31,S030000348,중앙고,대구중앙고등학교,고등전문,2015,교과서,16554,정보·통신,프로그래밍,9000,0,0
씨마스,2024,고등학교,14,경상북도,경상북도교육청,경상북도 안동시,종로교재,경상북도교육청,1404,안동,경상북도안동교육지원청,안동,경상북도안동교육지원청,13,S150000897,중앙고,안동중앙고등학교,고등일반,2015,교과서,17436,정보,인공지능 기초,12100,131,1585100
씨마스,2024,고등학교,3,대구광역시,대구광역시교육청,대구광역시 수성구,대본서적,대구광역시교육청,301,대구동부,대구광역시동부교육지원청,동부,대구광역시동부교육지원청,31,S030000348,중앙고,대구중앙고등학교,고등일반,2015,교과서,17436,정보,인공지능 기초,12100,52,629200
씨마스,2024,고등학교,1,서울특별시,서울특별시교육청,서울특별시 강남구,푸른언덕,서울특별시교육청,106,서울강남서초,서울특별시강남서초교육지원청,강남서초,서울특별시강남서초교육지원청,29,S010000534,중앙대부속,중앙대학교사범대학부속고등학교,고등일반,2015,교과서,13200,예술(미술),미술,7500,370,2775000
씨마스,2024,중학교,1,서울특별시,서울특별시교육청,서울특별시 동작구,일신도서,서울특별시교육청,107,서울동작관악,서울특별시동작관악교육지원청,동작관악,서울특별시동작관악교육지원청,35,S010001575,중앙대학교사범대학부속중학교,중앙대학교사범대학부속중학교,중학교,2015,교과서,11796,한문,한문,7800,237,1848600
씨마스,2024,중학교,15,경상남도,경상남도교육청,경상남도 김해시,명인서적,경상남도교육청,1512,김해,경상남도김해교육지원청,김해,경상남도김해교육지원청,22,S160001140,중앙여,김해중앙여자중학교,중학교,2015,교과서,11913,진로·보건,진로와 직업,7000,41,287000
씨마스,2024,고등학교,10,충청북도,충청북도교육청,충청북도 청주시 서원구,학우사,충청북도교육청,1001,청주,충청북도청주교육지원청,청주,충청북도청주교육지원청,15,S110000226,중앙여고,청주중앙여자고등학교,고등일반,2015,교과서,12534,사회(역사/도덕),경제,8700,29,252300
씨마스,2024,고등학교,10,충청북도,충청북도교육청,충청북도 청주시 서원구,학우사,충청북도교육청,1001,청주,충청북도청주교육지원청,청주,충청북도청주교육지원청,15,S110000226,중앙여고,청주중앙여자고등학교,고등일반,2015,지도서,12534,사회(역사/도덕),경제,68000,1,68000
씨마스,2024,고등학교,13,전라남도,전라남도교육청,전라남도 여수시,천재문화,전라남도교육청,1302,여수,전라남도여수교육지원청,여수,전라남도여수교육지원청,11,S140000268,중앙여고,여수중앙여자고등학교,고등일반,2015,교과서,12591,사회(역사/도덕),윤리와 사상,8700,62,539400
씨마스,2024,고등학교,14,경상북도,경상북도교육청,경상북도 포항시 북구,여해서적,경상북도교육청,1401,포항,경상북도포항교육지원청,포항,경상북도포항교육지원청,23,S150000995,중앙여고,포항중앙여자고등학교,고등일반,2015,교과서,13032,수학,경제 수학,9500,19,180500
씨마스,2024,고등학교,14,경상북도,경상북도교육청,경상북도 포항시 북구,여해서적,경상북도교육청,1401,포항,경상북도포항교육지원청,포항,경상북도포항교육지원청,23,S150000995,중앙여고,포항중앙여자고등학교,고등일반,2015,지도서,13032,수학,경제 수학,98000,1,98000
씨마스,2024,고등학교,10,충청북도,충청북도교육청,충청북도 청주시 서원구,학우사,충청북도교육청,1001,청주,충청북도청주교육지원청,청주,충청북도청주교육지원청,15,S110000226,중앙여고,청주중앙여자고등학교,고등일반,2015,교과서,13032,수학,경제 수학,9500,139,1320500
씨마스,2024,고등학교,12,전북특별자치도,전북특별자치도교육청,전북특별자치도 전주시 덕진구,열린교육,전북특별자치도교육청,1201,전주,전북특별자치도전주교육지원청,전주,전북특별자치도전주교육지원청,29,S130000431,중앙여고,전주중앙여자고등학교,고등일반,2015,교과서,13072,사회(역사/도덕),여행지리,9000,36,324000
씨마스,2024,고등학교,10,충청북도,충청북도교육청,충청북도 청주시 서원구,학우사,충청북도교육청,1001,청주,충청북도청주교육지원청,청주,충청북도청주교육지원청,15,S110000226,중앙여고,청주중앙여자고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,132,1122000
씨마스,2024,고등학교,14,경상북도,경상북도교육청,경상북도 포항시 북구,여해서적,경상북도교육청,1401,포항,경상북도포항교육지원청,포항,경상북도포항교육지원청,23,S150000995,중앙여고,포항중앙여자고등학교,고등일반,2015,교과서,13102,과학,과학사,9800,78,764400
씨마스,2024,고등학교,13,전라남도,전라남도교육청,전라남도 여수시,천재문화,전라남도교육청,1302,여수,전라남도여수교육지원청,여수,전라남도여수교육지원청,11,S140000268,중앙여고,여수중앙여자고등학교,고등일반,2015,교과서,13102,과학,과학사,9800,43,421400
씨마스,2024,고등학교,1,서울특별시,서울특별시교육청,서울특별시 서대문구,신흥도서,서울특별시교육청,102,서울서부,서울특별시서부교육지원청,서부,서울특별시서부교육지원청,26,S010000535,중앙여고,중앙여자고등학교,고등일반,2015,교과서,13112,과학,생활과 과학,9800,45,441000
씨마스,2024,고등학교,1,서울특별시,서울특별시교육청,서울특별시 서대문구,신흥도서,서울특별시교육청,102,서울서부,서울특별시서부교육지원청,서부,서울특별시서부교육지원청,26,S010000535,중앙여고,중앙여자고등학교,고등일반,2015,지도서,13112,과학,생활과 과학,120000,4,480000
씨마스,2024,고등학교,13,전라남도,전라남도교육청,전라남도 여수시,천재문화,전라남도교육청,1302,여수,전라남도여수교육지원청,여수,전라남도여수교육지원청,11,S140000268,중앙여고,여수중앙여자고등학교,고등일반,2015,교과서,13157,체육,운동과 건강,8000,198,1584000
씨마스,2024,고등학교,13,전라남도,전라남도교육청,전라남도 여수시,천재문화,전라남도교육청,1302,여수,전라남도여수교육지원청,여수,전라남도여수교육지원청,11,S140000268,중앙여고,여수중앙여자고등학교,고등일반,2015,지도서,13157,체육,운동과 건강,55000,2,110000
씨마스,2024,고등학교,10,충청북도,충청북도교육청,충청북도 청주시 서원구,학우사,충청북도교육청,1001,청주,충청북도청주교육지원청,청주,충청북도청주교육지원청,15,S110000226,중앙여고,청주중앙여자고등학교,고등일반,2015,교과서,13165,체육,스포츠 생활,8000,264,2112000
씨마스,2024,고등학교,10,충청북도,충청북도교육청,충청북도 청주시 서원구,학우사,충청북도교육청,1001,청주,충청북도청주교육지원청,청주,충청북도청주교육지원청,15,S110000226,중앙여고,청주중앙여자고등학교,고등전문,2015,교과서,16554,정보·통신,프로그래밍,9000,29,261000
씨마스,2024,고등학교,10,충청북도,충청북도교육청,충청북도 청주시 서원구,학우사,충청북도교육청,1001,청주,충청북도청주교육지원청,청주,충청북도청주교육지원청,15,S110000226,중앙여고,청주중앙여자고등학교,고등일반,2015,교과서,17436,정보,인공지능 기초,12100,33,399300
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,36,S040000279,중앙여상,인천중앙여자고등학교,고등전문,2015,교과서,15329,전문공통,성공적인 직업생활,9800,96,940800
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,36,S040000279,중앙여상,인천중앙여자고등학교,고등전문,2015,교과서,15581,경영·금융,회계 정보 처리 시스템,9840,89,875760
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,36,S040000279,중앙여상,인천중앙여자고등학교,고등전문,2015,교과서,15585,경영·금융,기업 자원 통합 관리,9900,97,960300
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,36,S040000279,중앙여상,인천중앙여자고등학교,고등전문,2015,교과서,15665,경영·금융,창업 일반,9000,97,873000
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,36,S040000279,중앙여상,인천중앙여자고등학교,고등전문,2015,교과서,15846,문화·예술·디자인·방송,디자인 일반,9720,40,388800
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,36,S040000279,중앙여상,인천중앙여자고등학교,고등전문,2015,교과서,15874,문화·예술·디자인·방송,컴퓨터 그래픽,10080,40,403200
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,36,S040000279,중앙여상,인천중앙여자고등학교,고등전문,2015,교과서,16532,정보·통신,정보 처리와 관리,9000,133,1197000
씨마스,2024,고등학교,4,인천광역시,인천광역시교육청,인천광역시 중구,진웅서적,인천광역시교육청,402,인천남부,인천광역시남부교육지원청,남부,인천광역시남부교육지원청,36,S040000279,중앙여상,인천중앙여자고등학교,고등전문,2015,교과서,17501,경영·금융,마케팅과 광고,9500,11,104500
씨마스,2024,중학교,2,부산광역시,부산광역시교육청,부산광역시 서구,천재문화,부산광역시교육청,202,부산서부,부산광역시서부교육지원청,서부,부산광역시서부교육지원청,28,S020001423,중앙여중,부산중앙여자중학교,중학교,2015,교과서,72372,정보,디지털 리터러시,9600,79,758400
씨마스,2024,각종학교,8,경기도,경기도교육청,경기도 용인시 수지구,총판 없음,경기도교육청,820,용인,경기도용인교육지원청,용인,경기도용인교육지원청,36,S090007392,중앙예닮고,중앙예닮학교,고등일반,2015,교과서,13243,예술(미술),미술 감상과 비평,7500,15,112500
씨마스,2024,각종학교,8,경기도,경기도교육청,경기도 용인시 수지구,총판 없음,경기도교육청,820,용인,경기도용인교육지원청,용인,경기도용인교육지원청,36,S090007392,중앙예닮고,중앙예닮학교,고등전문,2015,교과서,15846,문화·예술·디자인·방송,디자인 일반,9720,20,194400
씨마스,2024,중학교,15,경상남도,경상남도교육청,경상남도 창원시 마산회원구,남도서적,경상남도교육청,1503,창원,경상남도창원교육지원청,창원,경상남도창원교육지원청,18,S160001367,중앙중,마산중앙중학교,중학교,2015,교과서,11611,기술·가정,기술·가정 ①,8300,100,830000
씨마스,2024,중학교,15,경상남도,경상남도교육청,경상남도 창원시 마산회원구,남도서적,경상남도교육청,1503,창원,경상남도창원교육지원청,창원,경상남도창원교육지원청,18,S160001367,중앙중,마산중앙중학교,중학교,2015,교과서,11631,기술·가정,기술·가정 ②,8300,72,597600
씨마스,2024,중학교,1,서울특별시,서울특별시교육청,서울특별시 종로구,서경서적,서울특별시교육청,105,서울중부,서울특별시중부교육지원청,중부,서울특별시중부교육지원청,25,S010002359,중앙중,중앙중학교,중학교,2015,교과서,11644,정보,정보,7000,77,539000
씨마스,2024,중학교,15,경상남도,경상남도교육청,경상남도 거제시,이문당,경상남도교육청,1513,거제,경상남도거제교육지원청,거제,경상남도거제교육지원청,14,S160000753,중앙중,거제중앙중학교,중학교,2015,교과서,11644,정보,정보,7000,367,2569000
씨마스,2024,중학교,15,경상남도,경상남도교육청,경상남도 거제시,이문당,경상남도교육청,1513,거제,경상남도거제교육지원청,거제,경상남도거제교육지원청,14,S160000753,중앙중,거제중앙중학교,중학교,2015,지도서,11644,정보,정보,50000,1,50000
씨마스,2024,중학교,10,충청북도,충청북도교육청,충청북도 청주시 청원구,학우사,충청북도교육청,1001,청주,충청북도청주교육지원청,청주,충청북도청주교육지원청,25,S110000921,중앙중,청주중앙중학교,중학교,2015,교과서,11754,미술,미술 ①,6400,181,1158400
씨마스,2024,중학교,10,충청북도,충청북도교육청,충청북도 청주시 청원구,학우사,충청북도교육청,1001,청주,충청북도청주교육지원청,청주,충청북도청주교육지원청,25,S110000921,중앙중,청주중앙중학교,중학교,2015,교과서,11774,미술,미술 ②,6400,181,1158400
씨마스,2024,중학교,14,경상북도,경상북도교육청,경상북도 김천시,춘양당,경상북도교육청,1403,김천,경상북도김천교육지원청,김천,경상북도김천교육지원청,15,S150001635,중앙중,김천중앙중학교,중학교,2015,교과서,11913,진로·보건,진로와 직업,7000,101,707000
씨마스,2024,중학교,2,부산광역시,부산광역시교육청,부산광역시 기장군,천재문화,부산광역시교육청,206,부산해운대,부산광역시해운대교육지원청,해운대,부산광역시해운대교육지원청,32,S020000972,중앙중,부산중앙중학교,중학교,2015,교과서,72372,정보,디지털 리터러시,9600,270,2592000
씨마스,2024,중학교,16,제주특별자치도,제주특별자치도교육청,제주특별자치도 제주시,은성도서,제주특별자치도교육청,1601,제주,제주특별자치도제주시교육지원청,제주시,제주특별자치도제주시교육지원청,22,S170000432,중앙중학교,제주중앙중학교,중학교,2015,교과서,11796,한문,한문,7800,356,2776800
씨마스,2024,고등학교,10,충청북도,충청북도교육청,충청북도 충주시,북적북적,충청북도교육청,1002,충주,충청북도충주교육지원청,충주,충청북도충주교육지원청,7,S110002300,중앙탑고,중앙탑고등학교,고등일반,2015,교과서,13072,사회(역사/도덕),여행지리,9000,26,234000
씨마스,2024,고등학교,10,충청북도,충청북도교육청,충청북도 충주시,북적북적,충청북도교육청,1002,충주,충청북도충주교육지원청,충주,충청북도충주교육지원청,7,S110002300,중앙탑고,중앙탑고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,59,501500
씨마스,2024,고등학교,10,충청북도,충청북도교육청,충청북도 충주시,북적북적,충청북도교육청,1002,충주,충청북도충주교육지원청,충주,충청북도충주교육지원청,7,S110002300,중앙탑고,중앙탑고등학교,고등일반,2015,교과서,13112,과학,생활과 과학,9800,70,686000
씨마스,2024,고등학교,10,충청북도,충청북도교육청,충청북도 충주시,북적북적,충청북도교육청,1002,충주,충청북도충주교육지원청,충주,충청북도충주교육지원청,7,S110002300,중앙탑고,중앙탑고등학교,고등일반,2015,교과서,13165,체육,스포츠 생활,8000,173,1384000
씨마스,2024,고등학교,8,경기도,경기도교육청,경기도 부천시 원미구,부천교육,경기도교육청,805,부천,경기도부천교육지원청,부천,경기도부천교육지원청,26,S090000803,중원고,중원고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,72,612000
씨마스,2024,고등학교,8,경기도,경기도교육청,경기도 부천시 원미구,부천교육,경기도교육청,805,부천,경기도부천교육지원청,부천,경기도부천교육지원청,26,S090000803,중원고,중원고등학교,고등일반,2015,교과서,13243,예술(미술),미술 감상과 비평,7500,146,1095000
씨마스,2024,중학교,1,서울특별시,서울특별시교육청,서울특별시 노원구,대성서적,서울특별시교육청,104,서울북부,서울특별시북부교육지원청,북부,서울특별시북부교육지원청,32,S010001724,중원중,중원중학교,중학교,2015,교과서,11754,미술,미술 ①,6400,137,876800
씨마스,2024,중학교,1,서울특별시,서울특별시교육청,서울특별시 노원구,대성서적,서울특별시교육청,104,서울북부,서울특별시북부교육지원청,북부,서울특별시북부교육지원청,32,S010001724,중원중,중원중학교,중학교,2015,지도서,11754,미술,미술 ①,46000,2,92000
씨마스,2024,중학교,1,서울특별시,서울특별시교육청,서울특별시 노원구,대성서적,서울특별시교육청,104,서울북부,서울특별시북부교육지원청,북부,서울특별시북부교육지원청,32,S010001724,중원중,중원중학교,중학교,2015,교과서,11774,미술,미술 ②,6400,109,697600
씨마스,2024,중학교,1,서울특별시,서울특별시교육청,서울특별시 노원구,대성서적,서울특별시교육청,104,서울북부,서울특별시북부교육지원청,북부,서울특별시북부교육지원청,32,S010001724,중원중,중원중학교,중학교,2015,지도서,11774,미술,미술 ②,46000,1,46000
씨마스,2024,고등학교,6,대전광역시,대전광역시교육청,대전광역시 유성구,중심서적,대전광역시교육청,602,대전서부,대전광역시서부교육지원청,서부,대전광역시서부교육지원청,31,S060000231,중일고,중일고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,163,1385500
씨마스,2024,고등학교,6,대전광역시,대전광역시교육청,대전광역시 유성구,중심서적,대전광역시교육청,602,대전서부,대전광역시서부교육지원청,서부,대전광역시서부교육지원청,31,S060000231,중일고,중일고등학교,고등일반,2015,지도서,13082,사회(역사/도덕),사회문제 탐구,105000,1,105000
씨마스,2024,고등학교,6,대전광역시,대전광역시교육청,대전광역시 유성구,중심서적,대전광역시교육청,602,대전서부,대전광역시서부교육지원청,서부,대전광역시서부교육지원청,31,S060000231,중일고,중일고등학교,고등일반,2015,교과서,13165,체육,스포츠 생활,8000,207,1656000
씨마스,2024,고등학교,6,대전광역시,대전광역시교육청,대전광역시 유성구,중심서적,대전광역시교육청,602,대전서부,대전광역시서부교육지원청,서부,대전광역시서부교육지원청,31,S060000231,중일고,중일고등학교,고등일반,2015,지도서,13165,체육,스포츠 생활,59000,1,59000
씨마스,2024,고등학교,6,대전광역시,대전광역시교육청,대전광역시 유성구,중심서적,대전광역시교육청,602,대전서부,대전광역시서부교육지원청,서부,대전광역시서부교육지원청,31,S060000231,중일고,중일고등학교,고등일반,2015,교과서,13272,정보,정보,8600,256,2201600
씨마스,2024,고등학교,1,서울특별시,서울특별시교육청,서울특별시 중랑구,문형서적,서울특별시교육청,101,서울동부,서울특별시동부교육지원청,동부,서울특별시동부교육지원청,14,S010000536,중화고,중화고등학교,고등일반,2015,교과서,12493,사회(역사/도덕),한국사,9800,196,1920800
씨마스,2024,고등학교,1,서울특별시,서울특별시교육청,서울특별시 중랑구,문형서적,서울특별시교육청,101,서울동부,서울특별시동부교육지원청,동부,서울특별시동부교육지원청,14,S010000536,중화고,중화고등학교,고등일반,2015,교과서,12534,사회(역사/도덕),경제,8700,64,556800
씨마스,2024,고등학교,1,서울특별시,서울특별시교육청,서울특별시 중랑구,문형서적,서울특별시교육청,101,서울동부,서울특별시동부교육지원청,동부,서울특별시동부교육지원청,14,S010000536,중화고,중화고등학교,고등일반,2015,지도서,12534,사회(역사/도덕),경제,68000,1,68000
